actor,gender,emotion,emotion_lb,path,dataset,length_sec
25,male,6,fearful,Data\Processed_Audio\Actor_25\03-01-06-01-02-02-25_1788.wav,TESS,1.344
25,male,6,fearful,Data\Processed_Audio\Actor_25\03-01-06-01-02-02-25_1816.wav,TESS,1.696
25,male,6,fearful,Data\Processed_Audio\Actor_25\03-01-06-01-02-02-25_1844.wav,TESS,1.408
25,male,6,fearful,Data\Processed_Audio\Actor_25\03-01-06-01-02-02-25_1872.wav,TESS,1.312
25,male,6,fearful,Data\Processed_Audio\Actor_25\03-01-06-01-02-02-25_1900.wav,TESS,1.472
25,male,6,fearful,Data\Processed_Audio\Actor_25\03-01-06-01-02-02-25_1928.wav,TESS,1.664
25,male,6,fearful,Data\Processed_Audio\Actor_25\03-01-06-01-02-02-25_1956.wav,TESS,1.152
25,male,6,fearful,Data\Processed_Audio\Actor_25\03-01-06-01-02-02-25_1984.wav,TESS,1.696
25,male,6,fearful,Data\Processed_Audio\Actor_25\03-01-06-01-02-02-25_2012.wav,TESS,1.344
25,male,6,fearful,Data\Processed_Audio\Actor_25\03-01-06-01-02-02-25_2040.wav,TESS,1.728
25,male,6,fearful,Data\Processed_Audio\Actor_25\03-01-06-01-02-02-25_2068.wav,TESS,1.376
25,male,6,fearful,Data\Processed_Audio\Actor_25\03-01-06-01-02-02-25_2096.wav,TESS,1.504
25,male,6,fearful,Data\Processed_Audio\Actor_25\03-01-06-01-02-02-25_2124.wav,TESS,1.344
25,male,6,fearful,Data\Processed_Audio\Actor_25\03-01-06-01-02-02-25_2152.wav,TESS,1.312
25,male,6,fearful,Data\Processed_Audio\Actor_25\03-01-06-01-02-02-25_2180.wav,TESS,1.472
25,male,6,fearful,Data\Processed_Audio\Actor_25\03-01-06-01-02-02-25_2208.wav,TESS,1.632
25,male,6,fearful,Data\Processed_Audio\Actor_25\03-01-06-01-02-02-25_2236.wav,TESS,1.312
25,male,6,fearful,Data\Processed_Audio\Actor_25\03-01-06-01-02-02-25_2264.wav,TESS,1.6
25,male,6,fearful,Data\Processed_Audio\Actor_25\03-01-06-01-02-02-25_2292.wav,TESS,1.216
25,male,6,fearful,Data\Processed_Audio\Actor_25\03-01-06-01-02-02-25_2320.wav,TESS,1.312
25,male,6,fearful,Data\Processed_Audio\Actor_25\03-01-06-01-02-02-25_2348.wav,TESS,1.408
25,male,6,fearful,Data\Processed_Audio\Actor_25\03-01-06-01-02-02-25_2376.wav,TESS,1.728
25,male,6,fearful,Data\Processed_Audio\Actor_25\03-01-06-01-02-02-25_2404.wav,TESS,1.472
25,male,6,fearful,Data\Processed_Audio\Actor_25\03-01-06-01-02-02-25_2432.wav,TESS,1.44
25,male,6,fearful,Data\Processed_Audio\Actor_25\03-01-06-01-02-02-25_2460.wav,TESS,1.376
25,male,6,fearful,Data\Processed_Audio\Actor_25\03-01-06-01-02-02-25_2488.wav,TESS,1.504
25,male,6,fearful,Data\Processed_Audio\Actor_25\03-01-06-01-02-02-25_2516.wav,TESS,1.312
25,male,6,fearful,Data\Processed_Audio\Actor_25\03-01-06-01-02-02-25_2544.wav,TESS,1.28
25,male,6,fearful,Data\Processed_Audio\Actor_25\03-01-06-01-02-02-25_2572.wav,TESS,1.664
25,male,6,fearful,Data\Processed_Audio\Actor_25\03-01-06-01-02-02-25_2600.wav,TESS,1.504
25,male,6,fearful,Data\Processed_Audio\Actor_25\03-01-06-01-02-02-25_2628.wav,TESS,1.632
25,male,6,fearful,Data\Processed_Audio\Actor_25\03-01-06-01-02-02-25_2656.wav,TESS,1.76
25,male,6,fearful,Data\Processed_Audio\Actor_25\03-01-06-01-02-02-25_2684.wav,TESS,1.6
25,male,6,fearful,Data\Processed_Audio\Actor_25\03-01-06-01-02-02-25_2712.wav,TESS,1.408
25,male,6,fearful,Data\Processed_Audio\Actor_25\03-01-06-01-02-02-25_2740.wav,TESS,1.28
25,male,6,fearful,Data\Processed_Audio\Actor_25\03-01-06-01-02-02-25_2768.wav,TESS,1.728
25,male,6,fearful,Data\Processed_Audio\Actor_25\03-01-06-01-02-02-25_2796.wav,TESS,1.344
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-01-01-25_1409.wav,TESS,2.304
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-01-01-25_1437.wav,TESS,2.368
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-01-01-25_1465.wav,TESS,1.696
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-01-01-25_1493.wav,TESS,2.048
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-01-01-25_1521.wav,TESS,2.24
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-01-01-25_1549.wav,TESS,2.08
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-01-01-25_1577.wav,TESS,2.112
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-01-01-25_1605.wav,TESS,2.336
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-01-01-25_1633.wav,TESS,2.24
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-01-01-25_1661.wav,TESS,2.208
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-01-01-25_1689.wav,TESS,2.112
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-01-01-25_1717.wav,TESS,2.24
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-01-01-25_1745.wav,TESS,2.08
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-01-01-25_1773.wav,TESS,2.336
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-01-01-25_1801.wav,TESS,2.176
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-01-01-25_1829.wav,TESS,2.368
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-01-01-25_1857.wav,TESS,2.144
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-01-01-25_1885.wav,TESS,2.496
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-01-01-25_1913.wav,TESS,2.432
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-01-01-25_1941.wav,TESS,2.368
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-01-01-25_1969.wav,TESS,2.112
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-01-01-25_1997.wav,TESS,2.336
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-01-01-25_2025.wav,TESS,1.856
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-01-01-25_2053.wav,TESS,2.112
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-01-01-25_2081.wav,TESS,2.464
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-01-01-25_2109.wav,TESS,2.08
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-01-01-25_2137.wav,TESS,2.432
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-01-01-25_2165.wav,TESS,2.4
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-01-01-25_2193.wav,TESS,2.368
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-01-01-25_2221.wav,TESS,2.496
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-01-01-25_2249.wav,TESS,2.208
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-01-01-25_2277.wav,TESS,2.32
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-01-01-25_2305.wav,TESS,2.176
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-01-01-25_2333.wav,TESS,2.304
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-01-01-25_2361.wav,TESS,1.952
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-01-01-25_2389.wav,TESS,1.984
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-01-01-25_2417.wav,TESS,2.4
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-01-01-25_2445.wav,TESS,2.048
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-01-01-25_2473.wav,TESS,2.304
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-01-01-25_2501.wav,TESS,2.24
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-01-01-25_2529.wav,TESS,2.4
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-01-01-25_2557.wav,TESS,1.984
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-01-01-25_2585.wav,TESS,2.528
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-01-01-25_2613.wav,TESS,2.4
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-01-01-25_2641.wav,TESS,2.432
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-01-01-25_2669.wav,TESS,2.048
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-01-01-25_2697.wav,TESS,2.016
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-01-01-25_2725.wav,TESS,2.496
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-01-01-25_2753.wav,TESS,2.112
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-01-01-25_2781.wav,TESS,1.792
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-01-02-25_1423.wav,TESS,2.048
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-01-02-25_1451.wav,TESS,2.112
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-01-02-25_1479.wav,TESS,2.144
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-01-02-25_1507.wav,TESS,2.144
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-01-02-25_1535.wav,TESS,2.528
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-01-02-25_1563.wav,TESS,2.144
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-01-02-25_1591.wav,TESS,2.08
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-01-02-25_1619.wav,TESS,2.304
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-01-02-25_1647.wav,TESS,2.624
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-01-02-25_1675.wav,TESS,2.304
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-01-02-25_1703.wav,TESS,2.272
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-01-02-25_1731.wav,TESS,2.432
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-01-02-25_1759.wav,TESS,2.336
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-01-02-25_1787.wav,TESS,2.208
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-01-02-25_1815.wav,TESS,2.112
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-01-02-25_1843.wav,TESS,1.952
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-01-02-25_1871.wav,TESS,2.336
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-01-02-25_1899.wav,TESS,2.048
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-01-02-25_1927.wav,TESS,2.016
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-01-02-25_1955.wav,TESS,1.792
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-01-02-25_1983.wav,TESS,2.368
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-01-02-25_2011.wav,TESS,1.952
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-01-02-25_2039.wav,TESS,2.384
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-01-02-25_2067.wav,TESS,2.016
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-01-02-25_2095.wav,TESS,2.336
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-01-02-25_2123.wav,TESS,2.176
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-01-02-25_2151.wav,TESS,2.272
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-01-02-25_2179.wav,TESS,2.24
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-01-02-25_2207.wav,TESS,2.528
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-01-02-25_2235.wav,TESS,2.432
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-01-02-25_2263.wav,TESS,1.92
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-01-02-25_2291.wav,TESS,1.888
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-01-02-25_2319.wav,TESS,1.952
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-01-02-25_2347.wav,TESS,2.08
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-01-02-25_2375.wav,TESS,2.176
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-01-02-25_2403.wav,TESS,2.592
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-01-02-25_2431.wav,TESS,2.432
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-01-02-25_2459.wav,TESS,2.176
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-01-02-25_2487.wav,TESS,2.24
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-01-02-25_2515.wav,TESS,2.368
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-01-02-25_2543.wav,TESS,2.032
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-01-02-25_2571.wav,TESS,2.464
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-01-02-25_2599.wav,TESS,2.336
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-01-02-25_2627.wav,TESS,2.4
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-01-02-25_2655.wav,TESS,2.496
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-01-02-25_2683.wav,TESS,2.24
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-01-02-25_2711.wav,TESS,1.856
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-01-02-25_2739.wav,TESS,2.048
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-01-02-25_2767.wav,TESS,2.496
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-01-02-25_2795.wav,TESS,2.368
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-02-01-25_1402.wav,TESS,2.048
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-02-01-25_1430.wav,TESS,1.968
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-02-01-25_1458.wav,TESS,2.432
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-02-01-25_1486.wav,TESS,2.336
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-02-01-25_1514.wav,TESS,2.336
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-02-01-25_1542.wav,TESS,2.24
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-02-01-25_1570.wav,TESS,2.24
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-02-01-25_1598.wav,TESS,2.24
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-02-01-25_1626.wav,TESS,2.4
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-02-01-25_1654.wav,TESS,1.952
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-02-01-25_1682.wav,TESS,1.792
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-02-01-25_1710.wav,TESS,2.112
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-02-01-25_1738.wav,TESS,2.304
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-02-01-25_1766.wav,TESS,2.24
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-02-01-25_1794.wav,TESS,2.304
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-02-01-25_1822.wav,TESS,2.176
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-02-01-25_1850.wav,TESS,2.112
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-02-01-25_1878.wav,TESS,2.72
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-02-01-25_1906.wav,TESS,2.112
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-02-01-25_1934.wav,TESS,2.208
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-02-01-25_1962.wav,TESS,2.368
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-02-01-25_1990.wav,TESS,2.496
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-02-01-25_2018.wav,TESS,1.984
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-02-01-25_2046.wav,TESS,2.336
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-02-01-25_2074.wav,TESS,2.208
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-02-01-25_2102.wav,TESS,2.336
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-02-01-25_2130.wav,TESS,2.08
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-02-01-25_2158.wav,TESS,2.144
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-02-01-25_2186.wav,TESS,2.24
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-02-01-25_2214.wav,TESS,2.24
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-02-01-25_2242.wav,TESS,2.592
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-02-01-25_2270.wav,TESS,2.272
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-02-01-25_2298.wav,TESS,2.208
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-02-01-25_2326.wav,TESS,2.208
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-02-01-25_2354.wav,TESS,2.08
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-02-01-25_2382.wav,TESS,2.272
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-02-01-25_2410.wav,TESS,2.304
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-02-01-25_2438.wav,TESS,2.304
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-02-01-25_2466.wav,TESS,1.792
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-02-01-25_2494.wav,TESS,2.4
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-02-01-25_2522.wav,TESS,2.016
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-02-01-25_2550.wav,TESS,1.856
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-02-01-25_2578.wav,TESS,2.272
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-02-01-25_2606.wav,TESS,2.176
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-02-01-25_2634.wav,TESS,2.24
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-02-01-25_2662.wav,TESS,2.384
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-02-01-25_2690.wav,TESS,2.432
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-02-01-25_2718.wav,TESS,2.304
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-02-01-25_2746.wav,TESS,2.464
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-02-01-25_2774.wav,TESS,2.24
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-02-02-25_1416.wav,TESS,2.496
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-02-02-25_1444.wav,TESS,1.92
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-02-02-25_1472.wav,TESS,2.016
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-02-02-25_1500.wav,TESS,2.496
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-02-02-25_1528.wav,TESS,1.92
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-02-02-25_1556.wav,TESS,2.08
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-02-02-25_1584.wav,TESS,2.24
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-02-02-25_1612.wav,TESS,2.368
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-02-02-25_1640.wav,TESS,2.464
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-02-02-25_1668.wav,TESS,2.24
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-02-02-25_1696.wav,TESS,2.176
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-02-02-25_1724.wav,TESS,2.144
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-02-02-25_1752.wav,TESS,2.112
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-02-02-25_1780.wav,TESS,2.048
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-02-02-25_1808.wav,TESS,2.4
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-02-02-25_1836.wav,TESS,2.496
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-02-02-25_1864.wav,TESS,2.08
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-02-02-25_1892.wav,TESS,2.432
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-02-02-25_1920.wav,TESS,2.4
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-02-02-25_1948.wav,TESS,2.4
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-02-02-25_1976.wav,TESS,2.432
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-02-02-25_2004.wav,TESS,2.08
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-02-02-25_2032.wav,TESS,2.464
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-02-02-25_2060.wav,TESS,2.304
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-02-02-25_2088.wav,TESS,2.304
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-02-02-25_2116.wav,TESS,2.208
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-02-02-25_2144.wav,TESS,2.368
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-02-02-25_2172.wav,TESS,2.208
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-02-02-25_2200.wav,TESS,2.272
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-02-02-25_2228.wav,TESS,2.208
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-02-02-25_2256.wav,TESS,2.336
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-02-02-25_2284.wav,TESS,2.112
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-02-02-25_2312.wav,TESS,2.368
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-02-02-25_2340.wav,TESS,2.208
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-02-02-25_2368.wav,TESS,2.24
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-02-02-25_2396.wav,TESS,2.112
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-02-02-25_2424.wav,TESS,2.432
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-02-02-25_2452.wav,TESS,2.336
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-02-02-25_2480.wav,TESS,2.176
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-02-02-25_2508.wav,TESS,2.304
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-02-02-25_2536.wav,TESS,2.24
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-02-02-25_2564.wav,TESS,2.304
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-02-02-25_2592.wav,TESS,2.336
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-02-02-25_2620.wav,TESS,2.144
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-02-02-25_2648.wav,TESS,2.208
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-02-02-25_2676.wav,TESS,2.368
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-02-02-25_2704.wav,TESS,2.176
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-02-02-25_2732.wav,TESS,2.24
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-02-02-25_2760.wav,TESS,2.512
25,male,7,disgust,Data\Processed_Audio\Actor_25\03-01-07-01-02-02-25_2788.wav,TESS,2.4
25,male,8,surprised,Data\Processed_Audio\Actor_25\03-01-08-01-01-01-25_1413.wav,TESS,1.568
25,male,8,surprised,Data\Processed_Audio\Actor_25\03-01-08-01-01-01-25_1441.wav,TESS,1.632
25,male,8,surprised,Data\Processed_Audio\Actor_25\03-01-08-01-01-01-25_1469.wav,TESS,1.76
25,male,8,surprised,Data\Processed_Audio\Actor_25\03-01-08-01-01-01-25_1497.wav,TESS,1.68
25,male,8,surprised,Data\Processed_Audio\Actor_25\03-01-08-01-01-01-25_1525.wav,TESS,1.808
25,male,8,surprised,Data\Processed_Audio\Actor_25\03-01-08-01-01-01-25_1553.wav,TESS,1.44
25,male,8,surprised,Data\Processed_Audio\Actor_25\03-01-08-01-01-01-25_1581.wav,TESS,1.76
25,male,8,surprised,Data\Processed_Audio\Actor_25\03-01-08-01-01-01-25_1609.wav,TESS,1.728
25,male,8,surprised,Data\Processed_Audio\Actor_25\03-01-08-01-01-01-25_1637.wav,TESS,1.824
25,male,8,surprised,Data\Processed_Audio\Actor_25\03-01-08-01-01-01-25_1665.wav,TESS,1.856
25,male,8,surprised,Data\Processed_Audio\Actor_25\03-01-08-01-01-01-25_1693.wav,TESS,1.728
25,male,8,surprised,Data\Processed_Audio\Actor_25\03-01-08-01-01-01-25_1721.wav,TESS,1.6
25,male,8,surprised,Data\Processed_Audio\Actor_25\03-01-08-01-01-01-25_1749.wav,TESS,1.792
25,male,8,surprised,Data\Processed_Audio\Actor_25\03-01-08-01-01-01-25_1777.wav,TESS,1.792
25,male,8,surprised,Data\Processed_Audio\Actor_25\03-01-08-01-01-01-25_1805.wav,TESS,1.888
25,male,8,surprised,Data\Processed_Audio\Actor_25\03-01-08-01-01-01-25_1833.wav,TESS,1.632
25,male,8,surprised,Data\Processed_Audio\Actor_25\03-01-08-01-01-01-25_1861.wav,TESS,1.664
