actor,gender,emotion,emotion_lb,path,dataset,length_sec,sentiment,sentiment_name
50,female,7,disgust,Data/Processed_Audio/Actor_50/03-01-07-01-01-01-50_1550.wav,CREMA,2.704,0,Negative
50,female,7,disgust,Data/Processed_Audio/Actor_50/03-01-07-01-01-01-50_1551.wav,CREMA,3.28,0,Negative
50,female,7,disgust,Data/Processed_Audio/Actor_50/03-01-07-01-01-01-50_1563.wav,CREMA,2.704,0,Negative
50,female,7,disgust,Data/Processed_Audio/Actor_50/03-01-07-01-01-01-50_1569.wav,CREMA,4.32,0,Negative
50,female,7,disgust,Data/Processed_Audio/Actor_50/03-01-07-01-01-01-50_1575.wav,CREMA,3.408,0,Negative
50,female,7,disgust,Data/Processed_Audio/Actor_50/03-01-07-01-01-01-50_1581.wav,CREMA,3.952,0,Negative
50,female,7,disgust,Data/Processed_Audio/Actor_50/03-01-07-01-01-01-50_1587.wav,CREMA,2.608,0,Negative
50,female,7,disgust,Data/Processed_Audio/Actor_50/03-01-07-01-01-01-50_1593.wav,CREMA,3.504,0,Negative
50,female,7,disgust,Data/Processed_Audio/Actor_50/03-01-07-01-01-01-50_1599.wav,CREMA,3.216,0,Negative
50,female,7,disgust,Data/Processed_Audio/Actor_50/03-01-07-01-01-01-50_1605.wav,CREMA,4.512,0,Negative
50,female,7,disgust,Data/Processed_Audio/Actor_50/03-01-07-01-01-01-50_1611.wav,CREMA,3.584,0,Negative
50,female,7,disgust,Data/Processed_Audio/Actor_50/03-01-07-01-01-01-50_1617.wav,CREMA,3.584,0,Negative
51,male,4,sad,Data/Processed_Audio/Actor_51/03-01-04-01-01-01-51_1627.wav,CREMA,2.48,0,Negative
51,male,4,sad,Data/Processed_Audio/Actor_51/03-01-04-01-01-01-51_1641.wav,CREMA,3.552,0,Negative
51,male,4,sad,Data/Processed_Audio/Actor_51/03-01-04-01-01-01-51_1642.wav,CREMA,2.288,0,Negative
51,male,4,sad,Data/Processed_Audio/Actor_51/03-01-04-01-01-01-51_1643.wav,CREMA,2.912,0,Negative
51,male,4,sad,Data/Processed_Audio/Actor_51/03-01-04-01-01-01-51_1649.wav,CREMA,2.64,0,Negative
51,male,4,sad,Data/Processed_Audio/Actor_51/03-01-04-01-01-01-51_1655.wav,CREMA,2.976,0,Negative
51,male,4,sad,Data/Processed_Audio/Actor_51/03-01-04-01-01-01-51_1661.wav,CREMA,3.04,0,Negative
51,male,4,sad,Data/Processed_Audio/Actor_51/03-01-04-01-01-01-51_1667.wav,CREMA,2.848,0,Negative
51,male,4,sad,Data/Processed_Audio/Actor_51/03-01-04-01-01-01-51_1673.wav,CREMA,2.848,0,Negative
51,male,4,sad,Data/Processed_Audio/Actor_51/03-01-04-01-01-01-51_1679.wav,CREMA,3.504,0,Negative
51,male,4,sad,Data/Processed_Audio/Actor_51/03-01-04-01-01-01-51_1685.wav,CREMA,2.816,0,Negative
51,male,4,sad,Data/Processed_Audio/Actor_51/03-01-04-01-01-01-51_1691.wav,CREMA,3.408,0,Negative
51,male,4,sad,Data/Processed_Audio/Actor_51/03-01-04-01-01-01-51_1697.wav,CREMA,3.04,0,Negative
51,male,4,sad,Data/Processed_Audio/Actor_51/03-01-04-01-01-01-51_1703.wav,CREMA,2.24,0,Negative
51,male,5,angry,Data/Processed_Audio/Actor_51/03-01-05-01-01-01-51_1622.wav,CREMA,1.6,0,Negative
51,male,5,angry,Data/Processed_Audio/Actor_51/03-01-05-01-01-01-51_1628.wav,CREMA,2.08,0,Negative
51,male,5,angry,Data/Processed_Audio/Actor_51/03-01-05-01-01-01-51_1629.wav,CREMA,2.464,0,Negative
51,male,5,angry,Data/Processed_Audio/Actor_51/03-01-05-01-01-01-51_1630.wav,CREMA,2.464,0,Negative
51,male,5,angry,Data/Processed_Audio/Actor_51/03-01-05-01-01-01-51_1644.wav,CREMA,2.272,0,Negative
51,male,5,angry,Data/Processed_Audio/Actor_51/03-01-05-01-01-01-51_1650.wav,CREMA,3.168,0,Negative
51,male,5,angry,Data/Processed_Audio/Actor_51/03-01-05-01-01-01-51_1656.wav,CREMA,3.2,0,Negative
51,male,5,angry,Data/Processed_Audio/Actor_51/03-01-05-01-01-01-51_1662.wav,CREMA,1.92,0,Negative
51,male,5,angry,Data/Processed_Audio/Actor_51/03-01-05-01-01-01-51_1668.wav,CREMA,1.824,0,Negative
51,male,5,angry,Data/Processed_Audio/Actor_51/03-01-05-01-01-01-51_1674.wav,CREMA,3.328,0,Negative
51,male,5,angry,Data/Processed_Audio/Actor_51/03-01-05-01-01-01-51_1680.wav,CREMA,3.504,0,Negative
51,male,5,angry,Data/Processed_Audio/Actor_51/03-01-05-01-01-01-51_1686.wav,CREMA,3.616,0,Negative
51,male,5,angry,Data/Processed_Audio/Actor_51/03-01-05-01-01-01-51_1692.wav,CREMA,1.76,0,Negative
51,male,5,angry,Data/Processed_Audio/Actor_51/03-01-05-01-01-01-51_1698.wav,CREMA,2.304,0,Negative
51,male,6,fearful,Data/Processed_Audio/Actor_51/03-01-06-01-01-01-51_1624.wav,CREMA,2.912,0,Negative
51,male,6,fearful,Data/Processed_Audio/Actor_51/03-01-06-01-01-01-51_1634.wav,CREMA,3.104,0,Negative
51,male,6,fearful,Data/Processed_Audio/Actor_51/03-01-06-01-01-01-51_1635.wav,CREMA,3.28,0,Negative
51,male,6,fearful,Data/Processed_Audio/Actor_51/03-01-06-01-01-01-51_1636.wav,CREMA,2.512,0,Negative
51,male,6,fearful,Data/Processed_Audio/Actor_51/03-01-06-01-01-01-51_1646.wav,CREMA,2.272,0,Negative
51,male,6,fearful,Data/Processed_Audio/Actor_51/03-01-06-01-01-01-51_1652.wav,CREMA,3.104,0,Negative
51,male,6,fearful,Data/Processed_Audio/Actor_51/03-01-06-01-01-01-51_1658.wav,CREMA,2.912,0,Negative
51,male,6,fearful,Data/Processed_Audio/Actor_51/03-01-06-01-01-01-51_1664.wav,CREMA,2.976,0,Negative
51,male,6,fearful,Data/Processed_Audio/Actor_51/03-01-06-01-01-01-51_1670.wav,CREMA,3.312,0,Negative
51,male,6,fearful,Data/Processed_Audio/Actor_51/03-01-06-01-01-01-51_1676.wav,CREMA,3.44,0,Negative
51,male,6,fearful,Data/Processed_Audio/Actor_51/03-01-06-01-01-01-51_1682.wav,CREMA,2.816,0,Negative
51,male,6,fearful,Data/Processed_Audio/Actor_51/03-01-06-01-01-01-51_1688.wav,CREMA,2.912,0,Negative
51,male,6,fearful,Data/Processed_Audio/Actor_51/03-01-06-01-01-01-51_1694.wav,CREMA,2.544,0,Negative
51,male,6,fearful,Data/Processed_Audio/Actor_51/03-01-06-01-01-01-51_1700.wav,CREMA,3.072,0,Negative
51,male,7,disgust,Data/Processed_Audio/Actor_51/03-01-07-01-01-01-51_1623.wav,CREMA,3.584,0,Negative
51,male,7,disgust,Data/Processed_Audio/Actor_51/03-01-07-01-01-01-51_1631.wav,CREMA,3.408,0,Negative
51,male,7,disgust,Data/Processed_Audio/Actor_51/03-01-07-01-01-01-51_1632.wav,CREMA,2.272,0,Negative
51,male,7,disgust,Data/Processed_Audio/Actor_51/03-01-07-01-01-01-51_1633.wav,CREMA,2.576,0,Negative
51,male,7,disgust,Data/Processed_Audio/Actor_51/03-01-07-01-01-01-51_1645.wav,CREMA,2.512,0,Negative
51,male,7,disgust,Data/Processed_Audio/Actor_51/03-01-07-01-01-01-51_1651.wav,CREMA,3.152,0,Negative
51,male,7,disgust,Data/Processed_Audio/Actor_51/03-01-07-01-01-01-51_1657.wav,CREMA,3.152,0,Negative
51,male,7,disgust,Data/Processed_Audio/Actor_51/03-01-07-01-01-01-51_1663.wav,CREMA,2.704,0,Negative
51,male,7,disgust,Data/Processed_Audio/Actor_51/03-01-07-01-01-01-51_1669.wav,CREMA,2.944,0,Negative
51,male,7,disgust,Data/Processed_Audio/Actor_51/03-01-07-01-01-01-51_1675.wav,CREMA,2.848,0,Negative
51,male,7,disgust,Data/Processed_Audio/Actor_51/03-01-07-01-01-01-51_1681.wav,CREMA,3.376,0,Negative
51,male,7,disgust,Data/Processed_Audio/Actor_51/03-01-07-01-01-01-51_1687.wav,CREMA,3.344,0,Negative
51,male,7,disgust,Data/Processed_Audio/Actor_51/03-01-07-01-01-01-51_1693.wav,CREMA,3.072,0,Negative
51,male,7,disgust,Data/Processed_Audio/Actor_51/03-01-07-01-01-01-51_1699.wav,CREMA,2.88,0,Negative
52,female,4,sad,Data/Processed_Audio/Actor_52/03-01-04-01-01-01-52_1709.wav,CREMA,2.384,0,Negative
52,female,4,sad,Data/Processed_Audio/Actor_52/03-01-04-01-01-01-52_1723.wav,CREMA,2.224,0,Negative
52,female,4,sad,Data/Processed_Audio/Actor_52/03-01-04-01-01-01-52_1724.wav,CREMA,1.872,0,Negative
52,female,4,sad,Data/Processed_Audio/Actor_52/03-01-04-01-01-01-52_1725.wav,CREMA,2.672,0,Negative
52,female,4,sad,Data/Processed_Audio/Actor_52/03-01-04-01-01-01-52_1731.wav,CREMA,2.48,0,Negative
52,female,4,sad,Data/Processed_Audio/Actor_52/03-01-04-01-01-01-52_1737.wav,CREMA,2.944,0,Negative
52,female,4,sad,Data/Processed_Audio/Actor_52/03-01-04-01-01-01-52_1743.wav,CREMA,2.304,0,Negative
52,female,4,sad,Data/Processed_Audio/Actor_52/03-01-04-01-01-01-52_1749.wav,CREMA,2.576,0,Negative
52,female,4,sad,Data/Processed_Audio/Actor_52/03-01-04-01-01-01-52_1755.wav,CREMA,2.272,0,Negative
52,female,4,sad,Data/Processed_Audio/Actor_52/03-01-04-01-01-01-52_1761.wav,CREMA,2.88,0,Negative
52,female,4,sad,Data/Processed_Audio/Actor_52/03-01-04-01-01-01-52_1767.wav,CREMA,2.752,0,Negative
52,female,4,sad,Data/Processed_Audio/Actor_52/03-01-04-01-01-01-52_1773.wav,CREMA,4.24,0,Negative
52,female,4,sad,Data/Processed_Audio/Actor_52/03-01-04-01-01-01-52_1779.wav,CREMA,2.544,0,Negative
52,female,4,sad,Data/Processed_Audio/Actor_52/03-01-04-01-01-01-52_1785.wav,CREMA,3.248,0,Negative
52,female,5,angry,Data/Processed_Audio/Actor_52/03-01-05-01-01-01-52_1704.wav,CREMA,1.792,0,Negative
52,female,5,angry,Data/Processed_Audio/Actor_52/03-01-05-01-01-01-52_1710.wav,CREMA,2.496,0,Negative
52,female,5,angry,Data/Processed_Audio/Actor_52/03-01-05-01-01-01-52_1711.wav,CREMA,1.056,0,Negative
52,female,5,angry,Data/Processed_Audio/Actor_52/03-01-05-01-01-01-52_1712.wav,CREMA,1.408,0,Negative
52,female,5,angry,Data/Processed_Audio/Actor_52/03-01-05-01-01-01-52_1726.wav,CREMA,1.632,0,Negative
52,female,5,angry,Data/Processed_Audio/Actor_52/03-01-05-01-01-01-52_1732.wav,CREMA,2.112,0,Negative
52,female,5,angry,Data/Processed_Audio/Actor_52/03-01-05-01-01-01-52_1738.wav,CREMA,1.632,0,Negative
52,female,5,angry,Data/Processed_Audio/Actor_52/03-01-05-01-01-01-52_1744.wav,CREMA,1.92,0,Negative
52,female,5,angry,Data/Processed_Audio/Actor_52/03-01-05-01-01-01-52_1750.wav,CREMA,1.344,0,Negative
52,female,5,angry,Data/Processed_Audio/Actor_52/03-01-05-01-01-01-52_1756.wav,CREMA,1.984,0,Negative
52,female,5,angry,Data/Processed_Audio/Actor_52/03-01-05-01-01-01-52_1762.wav,CREMA,1.92,0,Negative
52,female,5,angry,Data/Processed_Audio/Actor_52/03-01-05-01-01-01-52_1768.wav,CREMA,1.952,0,Negative
52,female,5,angry,Data/Processed_Audio/Actor_52/03-01-05-01-01-01-52_1774.wav,CREMA,1.696,0,Negative
52,female,5,angry,Data/Processed_Audio/Actor_52/03-01-05-01-01-01-52_1780.wav,CREMA,1.952,0,Negative
52,female,6,fearful,Data/Processed_Audio/Actor_52/03-01-06-01-01-01-52_1706.wav,CREMA,2.384,0,Negative
52,female,6,fearful,Data/Processed_Audio/Actor_52/03-01-06-01-01-01-52_1716.wav,CREMA,0.96,0,Negative
52,female,6,fearful,Data/Processed_Audio/Actor_52/03-01-06-01-01-01-52_1717.wav,CREMA,1.904,0,Negative
52,female,6,fearful,Data/Processed_Audio/Actor_52/03-01-06-01-01-01-52_1718.wav,CREMA,2.208,0,Negative
52,female,6,fearful,Data/Processed_Audio/Actor_52/03-01-06-01-01-01-52_1728.wav,CREMA,2.672,0,Negative
52,female,6,fearful,Data/Processed_Audio/Actor_52/03-01-06-01-01-01-52_1734.wav,CREMA,2.224,0,Negative
52,female,6,fearful,Data/Processed_Audio/Actor_52/03-01-06-01-01-01-52_1740.wav,CREMA,2.448,0,Negative
52,female,6,fearful,Data/Processed_Audio/Actor_52/03-01-06-01-01-01-52_1746.wav,CREMA,2.256,0,Negative
52,female,6,fearful,Data/Processed_Audio/Actor_52/03-01-06-01-01-01-52_1752.wav,CREMA,1.904,0,Negative
52,female,6,fearful,Data/Processed_Audio/Actor_52/03-01-06-01-01-01-52_1758.wav,CREMA,1.664,0,Negative
52,female,6,fearful,Data/Processed_Audio/Actor_52/03-01-06-01-01-01-52_1764.wav,CREMA,2.72,0,Negative
52,female,6,fearful,Data/Processed_Audio/Actor_52/03-01-06-01-01-01-52_1770.wav,CREMA,3.424,0,Negative
52,female,6,fearful,Data/Processed_Audio/Actor_52/03-01-06-01-01-01-52_1776.wav,CREMA,1.952,0,Negative
52,female,6,fearful,Data/Processed_Audio/Actor_52/03-01-06-01-01-01-52_1782.wav,CREMA,2.672,0,Negative
52,female,7,disgust,Data/Processed_Audio/Actor_52/03-01-07-01-01-01-52_1705.wav,CREMA,1.984,0,Negative
52,female,7,disgust,Data/Processed_Audio/Actor_52/03-01-07-01-01-01-52_1713.wav,CREMA,2.112,0,Negative
52,female,7,disgust,Data/Processed_Audio/Actor_52/03-01-07-01-01-01-52_1714.wav,CREMA,2.144,0,Negative
52,female,7,disgust,Data/Processed_Audio/Actor_52/03-01-07-01-01-01-52_1715.wav,CREMA,1.344,0,Negative
52,female,7,disgust,Data/Processed_Audio/Actor_52/03-01-07-01-01-01-52_1727.wav,CREMA,2.64,0,Negative
52,female,7,disgust,Data/Processed_Audio/Actor_52/03-01-07-01-01-01-52_1733.wav,CREMA,2.752,0,Negative
52,female,7,disgust,Data/Processed_Audio/Actor_52/03-01-07-01-01-01-52_1739.wav,CREMA,2.608,0,Negative
52,female,7,disgust,Data/Processed_Audio/Actor_52/03-01-07-01-01-01-52_1745.wav,CREMA,2.496,0,Negative
52,female,7,disgust,Data/Processed_Audio/Actor_52/03-01-07-01-01-01-52_1751.wav,CREMA,2.416,0,Negative
52,female,7,disgust,Data/Processed_Audio/Actor_52/03-01-07-01-01-01-52_1757.wav,CREMA,3.168,0,Negative
52,female,7,disgust,Data/Processed_Audio/Actor_52/03-01-07-01-01-01-52_1763.wav,CREMA,2.176,0,Negative
52,female,7,disgust,Data/Processed_Audio/Actor_52/03-01-07-01-01-01-52_1769.wav,CREMA,4.176,0,Negative
52,female,7,disgust,Data/Processed_Audio/Actor_52/03-01-07-01-01-01-52_1775.wav,CREMA,1.92,0,Negative
52,female,7,disgust,Data/Processed_Audio/Actor_52/03-01-07-01-01-01-52_1781.wav,CREMA,2.848,0,Negative
53,male,4,sad,Data/Processed_Audio/Actor_53/03-01-04-01-01-01-53_1791.wav,CREMA,1.808,0,Negative
53,male,4,sad,Data/Processed_Audio/Actor_53/03-01-04-01-01-01-53_1805.wav,CREMA,3.04,0,Negative
53,male,4,sad,Data/Processed_Audio/Actor_53/03-01-04-01-01-01-53_1806.wav,CREMA,1.776,0,Negative
53,male,4,sad,Data/Processed_Audio/Actor_53/03-01-04-01-01-01-53_1807.wav,CREMA,2.304,0,Negative
53,male,4,sad,Data/Processed_Audio/Actor_53/03-01-04-01-01-01-53_1813.wav,CREMA,2.112,0,Negative
53,male,4,sad,Data/Processed_Audio/Actor_53/03-01-04-01-01-01-53_1819.wav,CREMA,2.08,0,Negative
53,male,4,sad,Data/Processed_Audio/Actor_53/03-01-04-01-01-01-53_1825.wav,CREMA,2.336,0,Negative
53,male,4,sad,Data/Processed_Audio/Actor_53/03-01-04-01-01-01-53_1831.wav,CREMA,2.016,0,Negative
53,male,4,sad,Data/Processed_Audio/Actor_53/03-01-04-01-01-01-53_1837.wav,CREMA,2.416,0,Negative
53,male,4,sad,Data/Processed_Audio/Actor_53/03-01-04-01-01-01-53_1843.wav,CREMA,2.144,0,Negative
53,male,4,sad,Data/Processed_Audio/Actor_53/03-01-04-01-01-01-53_1849.wav,CREMA,1.808,0,Negative
53,male,4,sad,Data/Processed_Audio/Actor_53/03-01-04-01-01-01-53_1855.wav,CREMA,3.008,0,Negative
53,male,4,sad,Data/Processed_Audio/Actor_53/03-01-04-01-01-01-53_1861.wav,CREMA,2.112,0,Negative
53,male,4,sad,Data/Processed_Audio/Actor_53/03-01-04-01-01-01-53_1867.wav,CREMA,2.08,0,Negative
53,male,5,angry,Data/Processed_Audio/Actor_53/03-01-05-01-01-01-53_1786.wav,CREMA,1.504,0,Negative
53,male,5,angry,Data/Processed_Audio/Actor_53/03-01-05-01-01-01-53_1792.wav,CREMA,1.312,0,Negative
53,male,5,angry,Data/Processed_Audio/Actor_53/03-01-05-01-01-01-53_1793.wav,CREMA,0.896,0,Negative
53,male,5,angry,Data/Processed_Audio/Actor_53/03-01-05-01-01-01-53_1794.wav,CREMA,0.96,0,Negative
53,male,5,angry,Data/Processed_Audio/Actor_53/03-01-05-01-01-01-53_1808.wav,CREMA,1.568,0,Negative
53,male,5,angry,Data/Processed_Audio/Actor_53/03-01-05-01-01-01-53_1814.wav,CREMA,2.048,0,Negative
53,male,5,angry,Data/Processed_Audio/Actor_53/03-01-05-01-01-01-53_1820.wav,CREMA,2.016,0,Negative
53,male,5,angry,Data/Processed_Audio/Actor_53/03-01-05-01-01-01-53_1826.wav,CREMA,2.112,0,Negative
53,male,5,angry,Data/Processed_Audio/Actor_53/03-01-05-01-01-01-53_1832.wav,CREMA,1.312,0,Negative
53,male,5,angry,Data/Processed_Audio/Actor_53/03-01-05-01-01-01-53_1838.wav,CREMA,1.856,0,Negative
53,male,5,angry,Data/Processed_Audio/Actor_53/03-01-05-01-01-01-53_1844.wav,CREMA,1.984,0,Negative
53,male,5,angry,Data/Processed_Audio/Actor_53/03-01-05-01-01-01-53_1850.wav,CREMA,1.536,0,Negative
53,male,5,angry,Data/Processed_Audio/Actor_53/03-01-05-01-01-01-53_1856.wav,CREMA,1.952,0,Negative
53,male,5,angry,Data/Processed_Audio/Actor_53/03-01-05-01-01-01-53_1862.wav,CREMA,2.048,0,Negative
53,male,6,fearful,Data/Processed_Audio/Actor_53/03-01-06-01-01-01-53_1788.wav,CREMA,1.216,0,Negative
53,male,6,fearful,Data/Processed_Audio/Actor_53/03-01-06-01-01-01-53_1798.wav,CREMA,0.896,0,Negative
53,male,6,fearful,Data/Processed_Audio/Actor_53/03-01-06-01-01-01-53_1799.wav,CREMA,1.408,0,Negative
53,male,6,fearful,Data/Processed_Audio/Actor_53/03-01-06-01-01-01-53_1800.wav,CREMA,2.144,0,Negative
53,male,6,fearful,Data/Processed_Audio/Actor_53/03-01-06-01-01-01-53_1810.wav,CREMA,1.824,0,Negative
53,male,6,fearful,Data/Processed_Audio/Actor_53/03-01-06-01-01-01-53_1816.wav,CREMA,1.568,0,Negative
53,male,6,fearful,Data/Processed_Audio/Actor_53/03-01-06-01-01-01-53_1822.wav,CREMA,1.728,0,Negative
53,male,6,fearful,Data/Processed_Audio/Actor_53/03-01-06-01-01-01-53_1828.wav,CREMA,1.504,0,Negative
53,male,6,fearful,Data/Processed_Audio/Actor_53/03-01-06-01-01-01-53_1834.wav,CREMA,1.184,0,Negative
53,male,6,fearful,Data/Processed_Audio/Actor_53/03-01-06-01-01-01-53_1840.wav,CREMA,1.536,0,Negative
53,male,6,fearful,Data/Processed_Audio/Actor_53/03-01-06-01-01-01-53_1846.wav,CREMA,1.28,0,Negative
53,male,6,fearful,Data/Processed_Audio/Actor_53/03-01-06-01-01-01-53_1852.wav,CREMA,1.504,0,Negative
53,male,6,fearful,Data/Processed_Audio/Actor_53/03-01-06-01-01-01-53_1858.wav,CREMA,1.12,0,Negative
53,male,6,fearful,Data/Processed_Audio/Actor_53/03-01-06-01-01-01-53_1864.wav,CREMA,1.344,0,Negative
53,male,7,disgust,Data/Processed_Audio/Actor_53/03-01-07-01-01-01-53_1787.wav,CREMA,1.152,0,Negative
53,male,7,disgust,Data/Processed_Audio/Actor_53/03-01-07-01-01-01-53_1795.wav,CREMA,1.088,0,Negative
53,male,7,disgust,Data/Processed_Audio/Actor_53/03-01-07-01-01-01-53_1796.wav,CREMA,1.648,0,Negative
53,male,7,disgust,Data/Processed_Audio/Actor_53/03-01-07-01-01-01-53_1797.wav,CREMA,1.024,0,Negative
53,male,7,disgust,Data/Processed_Audio/Actor_53/03-01-07-01-01-01-53_1809.wav,CREMA,2.144,0,Negative
53,male,7,disgust,Data/Processed_Audio/Actor_53/03-01-07-01-01-01-53_1815.wav,CREMA,2.384,0,Negative
53,male,7,disgust,Data/Processed_Audio/Actor_53/03-01-07-01-01-01-53_1821.wav,CREMA,2.144,0,Negative
53,male,7,disgust,Data/Processed_Audio/Actor_53/03-01-07-01-01-01-53_1827.wav,CREMA,2.64,0,Negative
53,male,7,disgust,Data/Processed_Audio/Actor_53/03-01-07-01-01-01-53_1833.wav,CREMA,1.84,0,Negative
53,male,7,disgust,Data/Processed_Audio/Actor_53/03-01-07-01-01-01-53_1839.wav,CREMA,1.632,0,Negative
53,male,7,disgust,Data/Processed_Audio/Actor_53/03-01-07-01-01-01-53_1845.wav,CREMA,1.696,0,Negative
53,male,7,disgust,Data/Processed_Audio/Actor_53/03-01-07-01-01-01-53_1851.wav,CREMA,2.496,0,Negative
53,male,7,disgust,Data/Processed_Audio/Actor_53/03-01-07-01-01-01-53_1857.wav,CREMA,1.952,0,Negative
53,male,7,disgust,Data/Processed_Audio/Actor_53/03-01-07-01-01-01-53_1863.wav,CREMA,1.376,0,Negative
54,female,4,sad,Data/Processed_Audio/Actor_54/03-01-04-01-01-01-54_1873.wav,CREMA,1.744,0,Negative
54,female,4,sad,Data/Processed_Audio/Actor_54/03-01-04-01-01-01-54_1887.wav,CREMA,2.048,0,Negative
54,female,4,sad,Data/Processed_Audio/Actor_54/03-01-04-01-01-01-54_1888.wav,CREMA,2.08,0,Negative
54,female,4,sad,Data/Processed_Audio/Actor_54/03-01-04-01-01-01-54_1889.wav,CREMA,2.912,0,Negative
54,female,4,sad,Data/Processed_Audio/Actor_54/03-01-04-01-01-01-54_1895.wav,CREMA,2.016,0,Negative
54,female,4,sad,Data/Processed_Audio/Actor_54/03-01-04-01-01-01-54_1901.wav,CREMA,2.48,0,Negative
54,female,4,sad,Data/Processed_Audio/Actor_54/03-01-04-01-01-01-54_1907.wav,CREMA,2.448,0,Negative
54,female,4,sad,Data/Processed_Audio/Actor_54/03-01-04-01-01-01-54_1913.wav,CREMA,2.544,0,Negative
54,female,4,sad,Data/Processed_Audio/Actor_54/03-01-04-01-01-01-54_1919.wav,CREMA,2.64,0,Negative
54,female,4,sad,Data/Processed_Audio/Actor_54/03-01-04-01-01-01-54_1925.wav,CREMA,2.672,0,Negative
54,female,4,sad,Data/Processed_Audio/Actor_54/03-01-04-01-01-01-54_1931.wav,CREMA,2.784,0,Negative
54,female,4,sad,Data/Processed_Audio/Actor_54/03-01-04-01-01-01-54_1937.wav,CREMA,3.44,0,Negative
54,female,4,sad,Data/Processed_Audio/Actor_54/03-01-04-01-01-01-54_1943.wav,CREMA,2.336,0,Negative
54,female,4,sad,Data/Processed_Audio/Actor_54/03-01-04-01-01-01-54_1949.wav,CREMA,2.208,0,Negative
54,female,5,angry,Data/Processed_Audio/Actor_54/03-01-05-01-01-01-54_1868.wav,CREMA,2.144,0,Negative
54,female,5,angry,Data/Processed_Audio/Actor_54/03-01-05-01-01-01-54_1874.wav,CREMA,1.664,0,Negative
54,female,5,angry,Data/Processed_Audio/Actor_54/03-01-05-01-01-01-54_1875.wav,CREMA,1.936,0,Negative
54,female,5,angry,Data/Processed_Audio/Actor_54/03-01-05-01-01-01-54_1876.wav,CREMA,2.08,0,Negative
54,female,5,angry,Data/Processed_Audio/Actor_54/03-01-05-01-01-01-54_1890.wav,CREMA,2.176,0,Negative
54,female,5,angry,Data/Processed_Audio/Actor_54/03-01-05-01-01-01-54_1896.wav,CREMA,2.752,0,Negative
54,female,5,angry,Data/Processed_Audio/Actor_54/03-01-05-01-01-01-54_1902.wav,CREMA,2.336,0,Negative
54,female,5,angry,Data/Processed_Audio/Actor_54/03-01-05-01-01-01-54_1908.wav,CREMA,2.56,0,Negative
54,female,5,angry,Data/Processed_Audio/Actor_54/03-01-05-01-01-01-54_1914.wav,CREMA,2.576,0,Negative
54,female,5,angry,Data/Processed_Audio/Actor_54/03-01-05-01-01-01-54_1920.wav,CREMA,2.208,0,Negative
54,female,5,angry,Data/Processed_Audio/Actor_54/03-01-05-01-01-01-54_1926.wav,CREMA,2.08,0,Negative
54,female,5,angry,Data/Processed_Audio/Actor_54/03-01-05-01-01-01-54_1932.wav,CREMA,3.008,0,Negative
54,female,5,angry,Data/Processed_Audio/Actor_54/03-01-05-01-01-01-54_1938.wav,CREMA,1.952,0,Negative
54,female,5,angry,Data/Processed_Audio/Actor_54/03-01-05-01-01-01-54_1944.wav,CREMA,2.208,0,Negative
54,female,6,fearful,Data/Processed_Audio/Actor_54/03-01-06-01-01-01-54_1870.wav,CREMA,2.144,0,Negative
54,female,6,fearful,Data/Processed_Audio/Actor_54/03-01-06-01-01-01-54_1880.wav,CREMA,2.656,0,Negative
54,female,6,fearful,Data/Processed_Audio/Actor_54/03-01-06-01-01-01-54_1881.wav,CREMA,2.272,0,Negative
54,female,6,fearful,Data/Processed_Audio/Actor_54/03-01-06-01-01-01-54_1882.wav,CREMA,2.912,0,Negative
54,female,6,fearful,Data/Processed_Audio/Actor_54/03-01-06-01-01-01-54_1892.wav,CREMA,2.144,0,Negative
54,female,6,fearful,Data/Processed_Audio/Actor_54/03-01-06-01-01-01-54_1898.wav,CREMA,2.912,0,Negative
54,female,6,fearful,Data/Processed_Audio/Actor_54/03-01-06-01-01-01-54_1904.wav,CREMA,2.512,0,Negative
54,female,6,fearful,Data/Processed_Audio/Actor_54/03-01-06-01-01-01-54_1910.wav,CREMA,2.512,0,Negative
54,female,6,fearful,Data/Processed_Audio/Actor_54/03-01-06-01-01-01-54_1916.wav,CREMA,2.176,0,Negative
54,female,6,fearful,Data/Processed_Audio/Actor_54/03-01-06-01-01-01-54_1922.wav,CREMA,2.64,0,Negative
54,female,6,fearful,Data/Processed_Audio/Actor_54/03-01-06-01-01-01-54_1928.wav,CREMA,2.336,0,Negative
54,female,6,fearful,Data/Processed_Audio/Actor_54/03-01-06-01-01-01-54_1934.wav,CREMA,3.04,0,Negative
54,female,6,fearful,Data/Processed_Audio/Actor_54/03-01-06-01-01-01-54_1940.wav,CREMA,2.08,0,Negative
54,female,6,fearful,Data/Processed_Audio/Actor_54/03-01-06-01-01-01-54_1946.wav,CREMA,2.784,0,Negative
54,female,7,disgust,Data/Processed_Audio/Actor_54/03-01-07-01-01-01-54_1869.wav,CREMA,2.816,0,Negative
54,female,7,disgust,Data/Processed_Audio/Actor_54/03-01-07-01-01-01-54_1877.wav,CREMA,3.584,0,Negative
54,female,7,disgust,Data/Processed_Audio/Actor_54/03-01-07-01-01-01-54_1878.wav,CREMA,2.208,0,Negative
54,female,7,disgust,Data/Processed_Audio/Actor_54/03-01-07-01-01-01-54_1879.wav,CREMA,2.752,0,Negative
